trip_id,truck_id,driver_id,route_id,trip_date,distance_km,fuel_liters,load_tons,travel_time_hours,scheduled_time_hours,delivery_status
TR1372,T065,D046,R005,2025-10-27 09:01:33.592752,636,222.19,2.64,11.54,10.62,Late
TR1373,T016,D049,R006,2026-07-04 09:01:33.594746,574,173.8,3.69,10.84,11.69,On Time
TR1374,T079,D040,R003,2026-04-13 09:01:33.596746,372,138.71,3.33,8.24,8.13,Late
TR1375,T030,D014,R003,2025-10-22 09:01:33.598619,374,117.89,2.1,7.56,7.17,Late
TR1376,T015,D038,R004,2026-05-13 09:01:33.600593,351,108.76,2.52,6.73,5.93,Late
TR1377,T007,D006,R005,2026-05-31 09:01:33.602600,608,235.5,3.22,15.24,13.28,Late
TR1378,T036,D049,R001,2026-01-08 09:01:33.603593,605,162.94,3.37,11.18,11.76,On Time
TR1379,T039,D013,R003,2026-07-12 09:01:33.605593,367,136.24,2.63,8.69,8.12,Late
TR1380,T095,D031,R003,2026-03-10 09:01:33.607601,411,127.53,2.45,7.7,7.25,Late
TR1381,T036,D049,R003,2025-10-29 09:01:33.609593,373,101.67,3.41,7.18,8.05,On Time
TR1382,T016,D049,R006,2026-06-11 09:01:33.610593,568,154.64,2.76,10.76,9.68,Late
TR1383,T058,D043,R008,2026-04-15 09:01:33.612599,323,119.75,2.68,5.99,5.46,Late
TR1384,T098,D007,R007,2026-02-14 09:01:33.614598,688,192.87,4.79,13.1,14.54,On Time
TR1385,T033,D026,R007,2026-03-23 09:01:33.616967,733,172.3,6.53,15.38,12.68,Late
TR1386,T058,D043,R002,2026-02-14 09:01:33.617969,272,69.13,2.32,4.07,4.64,On Time
TR1387,T065,D046,R003,2026-07-12 09:01:33.619965,410,161.18,2.55,8.57,7.59,Late
TR1388,T073,D049,R003,2026-02-25 09:01:33.621964,363,88.78,2.94,7.51,6.55,Late
TR1389,T069,D044,R001,2025-12-30 09:01:33.622970,602,170.68,3.45,13.38,13.05,Late
TR1390,T100,D027,R007,2026-06-27 09:01:33.625966,700,212.01,4.89,13.17,14.26,On Time
TR1391,T076,D016,R004,2026-01-02 09:01:33.628963,378,150.14,3.16,6.76,6.41,Late
TR1392,T068,D026,R007,2025-12-08 09:01:33.632710,692,222.74,2.6,16.24,14.33,Late
TR1393,T029,D003,R005,2026-04-27 09:01:33.634881,599,167.92,5.96,13.41,12.13,Late
TR1394,T035,D029,R001,2026-06-01 09:01:33.637879,602,147.5,4.02,10.46,11.02,On Time
TR1395,T001,D015,R007,2026-08-05 09:01:33.639879,717,224.42,6.79,13.23,13.26,On Time
TR1396,T071,D029,R007,2026-04-03 09:01:33.642879,692,175.45,6.99,14.82,13.54,Late
TR1397,T081,D018,R007,2026-04-26 09:01:33.644880,728,288.8,2.89,16.52,14.46,Late
TR1398,T003,D018,R004,2025-11-22 09:01:33.648119,368,96.47,2.17,7.77,6.34,Late
TR1399,T096,D011,R006,2025-10-27 09:01:33.650656,610,186.89,4.39,13.33,11.13,Late
TR1400,T027,D015,R002,2025-10-29 09:01:33.653653,284,83.92,2.5,5.31,5.7,On Time
TR1401,T097,D037,R006,2026-03-12 09:01:33.655654,591,210.22,2.59,13.9,12.19,Late
TR1402,T062,D002,R007,2026-06-18 09:01:33.658651,681,195.02,2.96,15.43,13.12,Late
TR1403,T063,D007,R006,2026-06-25 09:01:33.660655,626,158.12,5.51,9.82,11.44,On Time
TR1404,T051,D041,R007,2026-05-14 09:01:33.663658,719,193.51,4.3,13.73,15.62,On Time
TR1405,T083,D025,R008,2026-09-10 09:01:33.665656,289,107.02,2.57,6.23,5.46,Late
TR1406,T049,D007,R005,2025-10-22 09:01:33.668653,621,244.35,5.99,12.5,10.82,Late
TR1407,T017,D039,R001,2025-11-13 09:01:33.670655,562,139.1,2.05,14.06,11.47,Late
TR1408,T002,D029,R008,2025-09-19 09:01:33.673652,314,115.75,2.08,5.52,5.6,On Time
TR1409,T018,D036,R004,2026-04-12 09:01:33.675655,364,90.56,2.54,7.33,6.23,Late
TR1410,T020,D033,R001,2026-07-15 09:01:33.677658,562,215.18,2.08,11.18,10.15,Late
TR1411,T006,D037,R001,2026-02-16 09:01:33.679668,553,154.07,2.53,14.31,11.88,Late
TR1412,T029,D003,R004,2026-04-23 09:01:33.681682,335,113.43,2.37,6.54,6.6,On Time
TR1413,T088,D043,R007,2026-01-08 09:01:33.683682,700,180.71,2.86,15.21,12.56,Late
TR1414,T015,D038,R002,2025-11-05 09:01:33.685683,246,90.99,2.21,4.12,4.15,On Time
TR1415,T047,D016,R007,2026-07-01 09:01:33.687681,735,168.99,2.9,13.77,15.88,On Time
TR1416,T068,D026,R001,2025-10-10 09:01:33.689683,568,153.55,4.59,9.36,10.29,On Time
TR1417,T080,D017,R007,2026-01-04 09:01:33.691682,728,236.82,5.35,12.0,12.52,On Time
TR1418,T034,D009,R006,2026-07-02 09:01:33.692684,617,143.02,5.08,12.62,10.83,Late
TR1419,T019,D008,R004,2026-01-15 09:01:33.694681,354,126.63,3.34,8.01,6.85,Late
TR1420,T015,D038,R008,2026-04-04 09:01:33.696683,300,89.42,2.94,4.88,5.37,On Time
TR1421,T024,D049,R008,2025-09-26 09:01:33.698582,313,95.72,2.91,6.41,6.29,Late
TR1422,T078,D008,R007,2026-05-14 09:01:33.700742,726,192.41,3.94,18.93,15.42,Late
TR1423,T071,D029,R001,2026-05-22 09:01:33.702743,578,161.57,3.45,11.74,11.03,Late
TR1424,T075,D027,R008,2026-05-27 09:01:33.703743,309,92.41,2.66,6.49,5.76,Late
TR1425,T031,D031,R004,2025-12-05 09:01:33.705743,357,142.47,2.78,5.11,5.96,On Time
TR1426,T018,D036,R002,2026-07-07 09:01:33.707743,290,106.61,2.18,4.91,4.94,On Time
TR1427,T019,D008,R005,2026-05-15 09:01:33.708749,650,154.52,2.9,13.26,10.91,Late
TR1428,T029,D003,R006,2026-07-05 09:01:33.710740,569,142.46,3.49,13.73,12.17,Late
TR1429,T004,D007,R003,2025-10-12 09:01:33.712745,404,91.2,3.11,9.03,7.99,Late
TR1430,T062,D002,R007,2026-07-06 09:01:33.714539,729,197.68,2.4,13.99,15.39,On Time
TR1431,T010,D025,R002,2026-06-15 09:01:33.716697,232,63.76,2.29,3.69,4.06,On Time
TR1432,T018,D036,R007,2026-03-28 09:01:33.717703,723,203.38,4.25,12.67,12.21,Late
TR1433,T083,D025,R008,2025-10-23 09:01:33.719697,308,121.91,2.03,5.77,6.6,On Time
TR1434,T097,D037,R008,2025-10-03 09:01:33.721696,275,78.42,2.89,7.2,6.09,Late
TR1435,T059,D003,R003,2026-04-13 09:01:33.723697,395,100.69,3.35,8.72,8.08,Late
TR1436,T055,D003,R003,2026-07-14 09:01:33.724697,419,148.92,3.41,7.44,7.03,Late
TR1437,T052,D041,R006,2025-12-04 09:01:33.726698,605,231.62,4.4,14.02,11.89,Late
TR1438,T010,D025,R003,2026-02-21 09:01:33.728697,412,106.05,3.57,8.78,7.9,Late
TR1439,T022,D032,R006,2026-07-23 09:01:33.730064,569,138.55,2.41,9.65,10.4,On Time
TR1440,T047,D016,R004,2026-06-25 09:01:33.731810,372,91.68,2.89,7.04,7.44,On Time
TR1441,T009,D039,R002,2025-12-08 09:01:33.733975,245,66.32,2.13,4.24,4.35,On Time
TR1442,T005,D035,R007,2025-12-02 09:01:33.735974,691,227.43,6.99,12.46,11.58,Late
TR1443,T062,D002,R001,2026-03-18 09:01:33.736974,549,211.47,4.83,11.52,11.83,On Time
TR1444,T051,D041,R003,2026-07-12 09:01:33.738974,392,135.65,3.34,7.95,6.97,Late
TR1445,T013,D042,R005,2026-07-02 09:01:33.740974,618,186.45,2.1,9.8,11.01,On Time
TR1446,T049,D007,R006,2026-07-01 09:01:33.742980,596,162.28,4.7,9.96,10.31,On Time
TR1447,T011,D050,R004,2026-05-29 09:01:33.743975,390,103.95,3.32,6.2,6.58,On Time
TR1448,T084,D022,R001,2025-12-26 09:01:33.745974,556,137.7,5.74,14.49,11.73,Late
TR1449,T078,D008,R004,2026-07-11 09:01:33.748649,375,105.74,2.56,6.82,6.63,Late
TR1450,T047,D016,R007,2025-10-02 09:01:33.749608,715,169.76,3.96,16.76,13.89,Late
TR1451,T027,D015,R006,2026-01-05 09:01:33.751792,605,162.91,2.39,10.97,10.19,Late
TR1452,T002,D029,R003,2026-08-03 09:01:33.753791,369,91.5,2.95,8.89,7.43,Late
TR1453,T059,D003,R004,2025-11-25 09:01:33.755789,354,124.67,2.6,6.28,7.16,On Time
TR1454,T012,D018,R005,2026-01-17 09:01:33.756789,601,210.26,6.18,10.12,10.62,On Time
TR1455,T098,D007,R006,2025-11-29 09:01:33.758789,622,183.8,3.93,12.96,10.57,Late
TR1456,T047,D016,R004,2025-10-03 09:01:33.760792,388,126.25,2.21,8.33,7.59,Late
TR1457,T047,D016,R003,2025-10-02 09:01:33.761790,392,93.56,2.79,6.61,6.61,On Time
TR1458,T058,D043,R001,2025-10-22 09:01:33.763882,563,132.32,2.22,8.15,9.4,On Time
TR1459,T032,D028,R002,2026-04-21 09:01:33.765990,276,66.63,2.23,7.29,6.12,Late
TR1460,T073,D049,R002,2025-10-09 09:01:33.767991,257,61.08,2.06,6.38,5.32,Late
TR1461,T060,D020,R001,2026-08-04 09:01:33.769988,576,152.18,2.68,10.2,9.85,Late
TR1462,T014,D009,R001,2026-02-23 09:01:33.770988,605,136.91,3.24,12.15,11.87,Late
TR1463,T041,D033,R001,2026-01-16 09:01:33.772994,568,126.42,2.43,12.28,10.86,Late
TR1464,T059,D003,R004,2026-05-30 09:01:33.774988,336,93.59,2.53,5.15,5.67,On Time
TR1465,T005,D035,R005,2026-02-08 09:01:33.775990,635,156.85,6.18,16.22,13.82,Late
TR1466,T028,D001,R002,2026-02-12 09:01:33.777992,235,80.4,2.17,5.97,5.18,Late
TR1467,T082,D022,R008,2026-04-17 09:01:33.779988,275,103.11,2.82,6.04,5.97,Late
TR1468,T058,D043,R008,2026-06-14 09:01:33.781901,319,95.52,2.78,7.99,6.62,Late
TR1469,T012,D018,R007,2026-06-24 09:01:33.783896,733,170.34,3.0,16.83,14.62,Late
TR1470,T054,D038,R007,2025-09-25 09:01:33.785897,706,204.58,4.21,11.67,12.76,On Time
TR1471,T089,D040,R005,2025-11-15 09:01:33.787912,633,193.09,2.85,16.31,14.02,Late
TR1472,T093,D023,R005,2026-04-07 09:01:33.788899,639,174.73,2.06,15.12,13.55,Late
TR1473,T059,D003,R006,2025-10-06 09:01:33.790895,625,223.62,3.61,9.65,10.78,On Time
TR1474,T067,D047,R005,2026-07-14 09:01:33.792898,643,256.45,4.71,14.69,12.42,Late
TR1475,T082,D022,R007,2026-02-13 09:01:33.794898,713,264.57,5.52,18.34,14.77,Late
TR1476,T100,D027,R001,2026-06-11 09:01:33.795892,557,150.46,5.66,10.79,11.55,On Time
TR1477,T074,D002,R005,2026-04-12 09:01:33.797655,597,184.23,4.14,11.48,11.83,On Time
TR1478,T016,D049,R001,2026-03-20 09:01:33.799744,591,168.94,3.33,10.0,9.85,Late
TR1479,T070,D020,R001,2026-06-18 09:01:33.801743,574,161.86,3.73,9.1,10.16,On Time
TR1480,T048,D043,R008,2026-04-24 09:01:33.803745,275,76.27,2.79,5.94,5.8,Late
TR1481,T089,D040,R002,2026-07-28 09:01:33.804745,275,81.48,2.62,6.13,5.58,Late
TR1482,T014,D009,R003,2026-01-05 09:01:33.806743,365,96.07,3.42,6.83,6.73,Late
TR1483,T080,D017,R005,2026-08-31 09:01:33.808744,656,182.76,4.85,12.66,12.04,Late
TR1484,T054,D038,R007,2026-06-08 09:01:33.810744,689,233.9,6.33,13.33,13.3,Late
TR1485,T016,D049,R002,2025-10-21 09:01:33.812742,254,57.27,2.44,4.4,4.33,Late
TR1486,T095,D031,R001,2026-04-24 09:01:33.814737,572,227.42,3.01,10.62,11.3,On Time
TR1487,T085,D050,R001,2025-10-07 09:01:33.816828,563,180.75,2.91,11.68,9.62,Late
TR1488,T054,D038,R007,2025-12-25 09:01:33.818822,678,267.87,6.15,14.33,14.33,On Time
TR1489,T077,D015,R002,2026-05-16 09:01:33.820825,252,79.49,2.34,5.29,4.24,Late
TR1490,T051,D041,R005,2025-11-25 09:01:33.822821,609,163.16,3.83,10.41,11.96,On Time
TR1491,T082,D022,R008,2025-12-26 09:01:33.824823,288,64.65,2.15,7.33,6.05,Late
TR1492,T030,D014,R005,2025-11-25 09:01:33.825822,603,153.82,5.35,11.54,12.86,On Time
TR1493,T098,D007,R007,2026-04-04 09:01:33.827823,716,165.23,3.03,11.37,12.44,On Time
TR1494,T012,D018,R003,2026-09-02 09:01:33.829822,361,106.97,3.17,7.21,6.63,Late
TR1495,T070,D020,R006,2026-07-12 09:01:33.831833,624,140.39,5.89,10.02,11.65,On Time
TR1496,T082,D022,R002,2026-05-26 09:01:33.833828,272,67.07,2.18,6.32,5.69,Late
TR1497,T069,D044,R007,2026-05-06 09:01:33.834828,729,243.77,5.34,14.97,12.86,Late
TR1498,T036,D049,R006,2025-11-24 09:01:33.836830,571,130.67,5.43,11.6,10.49,Late
TR1499,T015,D038,R006,2026-05-05 09:01:33.838827,595,136.64,5.54,11.52,12.7,On Time
TR1500,T012,D018,R003,2026-02-28 09:01:33.840827,364,104.34,2.19,8.56,7.22,Late
TR1501,T003,D018,R004,2025-09-30 09:01:33.842832,360,136.0,2.69,5.34,6.06,On Time
TR1502,T041,D033,R001,2026-09-11 09:01:33.844828,587,135.99,5.41,9.48,10.28,On Time
TR1503,T085,D050,R005,2026-03-25 09:01:33.845828,633,168.24,6.24,9.82,10.95,On Time
TR1504,T062,D002,R002,2026-05-09 09:01:33.847832,271,73.24,2.57,6.36,6.01,Late
TR1505,T025,D034,R004,2026-06-30 09:01:33.849827,372,145.36,2.35,8.65,8.2,Late
TR1506,T047,D016,R002,2026-08-05 09:01:33.851826,239,55.62,2.45,4.76,5.26,On Time
TR1507,T017,D039,R007,2025-09-19 09:01:33.852832,693,227.41,4.79,12.81,14.44,On Time
TR1508,T038,D030,R007,2026-02-24 09:01:33.854826,705,176.67,6.67,14.18,13.44,Late
TR1509,T033,D026,R003,2026-02-27 09:01:33.856826,371,128.12,2.2,7.31,6.43,Late
TR1510,T099,D023,R005,2026-01-10 09:01:33.857832,634,203.0,3.85,13.72,11.14,Late
TR1511,T058,D043,R006,2026-07-23 09:01:33.859829,593,160.59,4.4,11.81,12.08,On Time
TR1512,T055,D003,R006,2026-08-15 09:01:33.861828,578,159.04,3.78,12.6,11.42,Late
TR1513,T005,D035,R001,2025-10-21 09:01:33.863445,579,192.61,5.58,12.36,11.32,Late
TR1514,T068,D026,R004,2026-02-09 09:01:33.865524,356,107.99,3.3,8.94,7.62,Late
TR1515,T046,D035,R003,2026-04-09 09:01:33.867530,375,141.76,2.23,6.83,6.84,On Time
TR1516,T041,D033,R006,2026-04-05 09:01:33.868528,610,241.89,5.56,12.66,12.22,Late
TR1517,T072,D043,R005,2026-07-26 09:01:33.870523,601,183.73,4.4,11.8,11.12,Late
TR1518,T092,D018,R002,2025-11-27 09:01:33.872527,270,61.47,2.55,5.29,4.73,Late
TR1519,T054,D038,R004,2026-06-08 09:01:33.873526,377,93.96,2.08,7.41,7.58,On Time
TR1520,T064,D039,R002,2026-01-28 09:01:33.876524,263,101.4,2.11,4.8,5.35,On Time
TR1521,T042,D026,R004,2025-10-22 09:01:33.878526,371,113.6,3.28,6.67,6.92,On Time
TR1522,T074,D002,R006,2026-02-22 09:01:33.880163,566,130.92,2.15,13.63,11.49,Late
TR1523,T069,D044,R007,2026-01-19 09:01:33.882250,734,206.47,2.48,12.56,14.66,On Time
TR1524,T054,D038,R008,2026-08-07 09:01:33.883255,310,99.94,2.52,6.16,6.23,On Time
TR1525,T041,D033,R008,2026-01-27 09:01:33.885257,295,79.2,2.46,6.55,5.8,Late
TR1526,T083,D025,R008,2026-09-02 09:01:33.887249,322,117.4,2.21,6.98,6.36,Late
TR1527,T002,D029,R008,2026-02-05 09:01:33.889248,272,100.36,2.21,6.14,5.46,Late
TR1528,T012,D018,R006,2025-12-15 09:01:33.891256,578,146.4,5.92,11.89,10.11,Late
TR1529,T089,D040,R001,2026-08-23 09:01:33.892248,602,231.1,5.57,8.96,10.33,On Time
TR1530,T010,D025,R008,2026-05-01 09:01:33.894247,280,88.65,2.66,6.07,5.17,Late
TR1531,T018,D036,R003,2025-11-21 09:01:33.896249,397,116.03,3.69,10.12,8.47,Late
TR1532,T053,D008,R008,2025-11-25 09:01:33.898099,304,89.58,2.45,6.89,6.49,Late
TR1533,T063,D007,R008,2026-05-04 09:01:33.899093,281,89.38,2.72,4.72,5.02,On Time
TR1534,T092,D018,R001,2025-10-20 09:01:33.901092,552,172.18,4.77,9.08,9.59,On Time
TR1535,T027,D015,R001,2026-09-10 09:01:33.903093,591,222.51,4.53,8.67,9.92,On Time
TR1536,T060,D020,R006,2025-11-18 09:01:33.904092,618,188.98,5.02,11.65,11.81,On Time
TR1537,T066,D028,R008,2025-10-16 09:01:33.906092,318,101.7,2.14,6.09,5.37,Late
TR1538,T065,D046,R003,2026-01-28 09:01:33.908092,366,84.56,3.65,7.55,7.58,On Time
TR1539,T066,D028,R006,2026-06-24 09:01:33.910092,578,142.36,4.72,11.62,12.09,On Time
TR1540,T074,D002,R002,2026-07-22 09:01:33.911091,273,100.96,2.15,4.7,5.26,On Time
TR1541,T059,D003,R005,2026-03-20 09:01:33.913092,608,200.43,3.13,12.39,11.66,Late
TR1542,T071,D029,R006,2026-02-08 09:01:33.915003,571,177.95,4.01,11.95,11.85,Late
TR1543,T007,D006,R004,2026-02-12 09:01:33.917002,362,118.88,2.32,8.64,7.79,Late
TR1544,T025,D034,R005,2025-12-25 09:01:33.917999,622,217.99,3.85,13.84,12.66,Late
TR1545,T088,D043,R003,2026-08-20 09:01:33.919999,363,95.71,3.7,5.73,6.11,On Time
TR1546,T074,D002,R002,2025-11-03 09:01:33.921999,249,83.63,2.43,4.51,4.7,On Time
TR1547,T052,D041,R003,2025-09-27 09:01:33.924000,385,117.17,2.51,9.4,7.97,Late
TR1548,T027,D015,R006,2025-11-15 09:01:33.924999,576,141.47,3.14,11.07,11.47,On Time
TR1549,T001,D015,R002,2026-04-13 09:01:33.926998,238,82.92,2.53,4.46,4.06,Late
TR1550,T089,D040,R007,2026-03-30 09:01:33.928999,691,243.27,6.55,11.47,12.51,On Time
TR1551,T019,D008,R004,2026-05-04 09:01:33.930889,334,87.16,3.45,5.58,6.5,On Time
TR1552,T022,D032,R005,2026-01-17 09:01:33.932006,640,159.18,4.49,14.05,14.18,On Time
TR1553,T063,D007,R003,2025-11-30 09:01:33.934002,415,138.56,3.29,10.48,8.9,Late
TR1554,T038,D030,R007,2026-07-30 09:01:33.936002,729,246.57,2.51,15.98,13.87,Late
TR1555,T095,D031,R004,2026-05-08 09:01:33.937002,355,104.25,3.09,7.9,6.34,Late
TR1556,T033,D026,R002,2026-03-30 09:01:33.940006,255,74.62,2.55,4.31,4.44,On Time
TR1557,T100,D027,R006,2026-07-21 09:01:33.941003,608,144.28,3.07,11.31,10.39,Late
TR1558,T067,D047,R002,2026-05-27 09:01:33.943002,278,73.55,2.41,5.97,5.89,Late
TR1559,T019,D008,R004,2026-02-08 09:01:33.945002,356,101.84,2.59,8.39,7.32,Late
TR1560,T096,D011,R006,2026-04-29 09:01:33.946002,571,197.74,5.47,10.65,9.63,Late
TR1561,T087,D015,R004,2025-12-21 09:01:33.948292,368,85.61,2.29,8.77,7.11,Late
TR1562,T087,D015,R003,2026-04-28 09:01:33.950450,382,89.34,2.59,7.64,7.51,Late
TR1563,T006,D037,R008,2026-02-07 09:01:33.951451,301,85.02,2.75,6.57,6.0,Late
TR1564,T073,D049,R004,2026-01-04 09:01:33.953451,384,94.01,3.52,9.63,7.78,Late
TR1565,T019,D008,R006,2025-12-05 09:01:33.955451,595,154.07,4.63,10.88,11.26,On Time
TR1566,T039,D013,R002,2026-08-27 09:01:33.957450,263,85.49,2.13,3.95,4.61,On Time
TR1567,T076,D016,R007,2025-10-13 09:01:33.958449,683,262.05,6.22,14.07,13.77,Late
TR1568,T007,D006,R008,2026-01-02 09:01:33.960449,280,100.88,2.63,5.6,4.81,Late
TR1569,T099,D023,R002,2026-06-08 09:01:33.962449,267,95.02,2.27,5.53,5.77,On Time
TR1570,T011,D050,R002,2025-10-04 09:01:33.964641,250,85.1,2.39,4.76,4.8,On Time
TR1571,T055,D003,R002,2026-04-15 09:01:33.965712,257,57.96,2.37,5.28,5.53,On Time
TR1572,T023,D004,R008,2026-07-07 09:01:33.967708,300,88.98,2.64,6.05,5.16,Late
TR1573,T026,D026,R007,2026-08-04 09:01:33.969707,692,249.69,3.5,12.6,12.98,On Time
TR1574,T081,D018,R003,2026-02-05 09:01:33.971708,389,108.31,2.18,9.22,7.68,Late
TR1575,T068,D026,R007,2026-03-17 09:01:33.972707,704,181.06,4.37,15.05,13.39,Late
TR1576,T055,D003,R004,2025-12-04 09:01:33.974709,363,108.65,2.04,6.11,7.1,On Time
TR1577,T099,D023,R001,2026-05-15 09:01:33.976710,573,214.06,4.19,14.75,12.16,Late
TR1578,T048,D043,R002,2026-08-20 09:01:33.978708,240,64.14,2.47,4.92,4.1,Late
TR1579,T051,D041,R003,2025-12-25 09:01:33.980338,368,111.32,2.87,9.57,8.16,Late
TR1580,T007,D006,R006,2026-03-30 09:01:33.982419,571,218.83,4.35,11.03,9.94,Late
TR1581,T038,D030,R002,2025-11-21 09:01:33.984417,268,77.39,2.42,4.69,5.36,On Time
TR1582,T095,D031,R003,2026-01-06 09:01:33.986417,405,155.41,2.26,7.64,8.42,On Time
TR1583,T087,D015,R003,2026-09-13 09:01:33.987416,400,95.14,3.53,7.87,8.08,On Time
TR1584,T080,D017,R001,2026-07-17 09:01:33.989417,591,203.69,3.96,11.71,12.85,On Time
TR1585,T032,D028,R004,2026-02-28 09:01:33.991417,347,128.18,2.09,8.05,7.65,Late
TR1586,T016,D049,R006,2025-12-11 09:01:33.993417,585,176.78,3.03,11.53,9.79,Late
TR1587,T079,D040,R003,2026-07-04 09:01:33.995416,403,119.29,3.21,6.6,7.34,On Time
TR1588,T024,D049,R005,2025-09-23 09:01:33.997131,606,146.48,4.33,10.15,11.05,On Time
TR1589,T061,D022,R001,2026-01-07 09:01:33.999248,577,187.33,3.38,12.94,10.49,Late
TR1590,T036,D049,R008,2026-02-11 09:01:34.000247,289,88.33,2.14,5.25,5.07,Late
TR1591,T037,D026,R004,2026-08-30 09:01:34.002247,363,132.47,3.06,7.73,7.14,Late
TR1592,T085,D050,R001,2026-07-07 09:01:34.004248,586,172.91,3.76,9.92,10.0,On Time
TR1593,T093,D023,R001,2026-01-02 09:01:34.006252,576,188.62,2.79,9.57,9.64,On Time
TR1594,T091,D025,R005,2026-03-20 09:01:34.007247,630,192.0,4.8,15.25,13.71,Late
TR1595,T073,D049,R005,2025-10-14 09:01:34.009246,618,180.76,3.29,9.68,10.68,On Time
TR1596,T051,D041,R008,2026-01-18 09:01:34.011252,268,61.86,2.57,4.9,4.9,On Time
TR1597,T024,D049,R003,2026-05-07 09:01:34.013246,396,101.1,2.25,8.39,7.53,Late
TR1598,T042,D026,R005,2026-02-22 09:01:34.014942,634,143.75,2.29,13.84,12.62,Late
TR1599,T004,D007,R002,2026-01-04 09:01:34.016938,286,72.12,2.58,6.59,5.9,Late
TR1600,T061,D022,R006,2026-05-18 09:01:34.017937,586,145.78,2.42,11.51,9.81,Late
TR1601,T023,D004,R003,2026-08-15 09:01:34.019940,406,94.75,2.12,7.34,7.21,Late
TR1602,T033,D026,R005,2026-03-09 09:01:34.021938,604,234.58,4.59,11.03,10.74,Late
TR1603,T004,D007,R008,2026-07-10 09:01:34.022939,323,113.41,2.93,7.14,6.93,Late
TR1604,T074,D002,R006,2026-04-23 09:01:34.024938,601,207.28,2.89,12.63,12.32,Late
TR1605,T095,D031,R002,2026-08-03 09:01:34.027943,242,71.85,2.36,5.33,4.57,Late
TR1606,T081,D018,R006,2026-09-14 09:01:34.028939,608,225.82,3.42,12.11,13.36,On Time
TR1607,T053,D008,R006,2025-10-23 09:01:34.031112,602,167.54,4.09,12.07,13.06,On Time
TR1608,T025,D034,R006,2026-03-18 09:01:34.033046,619,212.35,4.45,11.32,10.78,Late
TR1609,T072,D043,R008,2026-03-08 09:01:34.035040,318,114.56,2.82,7.06,6.91,Late
TR1610,T073,D049,R007,2026-01-04 09:01:34.036041,681,247.24,3.17,11.49,12.91,On Time
TR1611,T077,D015,R008,2026-05-11 09:01:34.038041,298,94.25,2.37,7.55,6.16,Late
TR1612,T046,D035,R001,2025-12-17 09:01:34.040041,551,129.8,4.17,11.23,11.63,On Time
TR1613,T067,D047,R005,2025-12-11 09:01:34.041041,656,176.23,4.98,14.49,13.2,Late
TR1614,T015,D038,R005,2026-09-01 09:01:34.043043,634,184.2,2.14,10.31,10.79,On Time
TR1615,T054,D038,R003,2026-06-04 09:01:34.045042,376,129.61,3.04,5.64,6.45,On Time
TR1616,T094,D016,R006,2026-05-19 09:01:34.047387,587,134.99,3.95,12.83,10.68,Late
TR1617,T073,D049,R008,2026-03-23 09:01:34.049271,321,86.29,2.92,6.55,5.58,Late
TR1618,T054,D038,R006,2026-01-14 09:01:34.051268,604,151.81,5.75,12.35,10.25,Late
TR1619,T035,D029,R007,2025-10-19 09:01:34.052269,722,279.47,3.77,16.7,15.86,Late
TR1620,T062,D002,R007,2026-08-19 09:01:34.054268,695,171.05,2.13,11.25,11.95,On Time
TR1621,T026,D026,R005,2026-09-07 09:01:34.056269,631,169.79,4.36,13.99,12.45,Late
TR1622,T007,D006,R004,2026-02-10 09:01:34.058268,358,88.8,2.9,6.6,6.46,Late
TR1623,T015,D038,R003,2026-03-20 09:01:34.059269,388,141.81,2.37,8.66,7.15,Late
TR1624,T056,D050,R008,2026-05-23 09:01:34.061268,322,123.1,2.39,7.21,6.64,Late
TR1625,T097,D037,R001,2026-09-09 09:01:34.063580,603,146.52,5.29,9.87,11.37,On Time
TR1626,T032,D028,R003,2026-04-25 09:01:34.065138,412,157.63,2.08,9.22,8.99,Late
TR1627,T045,D021,R003,2025-11-10 09:01:34.067126,398,104.45,2.76,7.91,8.18,On Time
TR1628,T085,D050,R002,2026-06-03 09:01:34.068126,239,62.68,2.31,6.35,5.18,Late
TR1629,T095,D031,R007,2026-04-15 09:01:34.070125,728,226.51,6.76,11.63,12.4,On Time
TR1630,T100,D027,R004,2026-05-03 09:01:34.072125,369,119.6,2.52,7.14,6.73,Late
TR1631,T070,D020,R006,2025-11-02 09:01:34.074126,598,220.77,3.93,12.08,11.91,Late
TR1632,T011,D050,R007,2026-04-13 09:01:34.075126,689,159.34,5.75,12.66,11.96,Late
TR1633,T027,D015,R008,2026-05-19 09:01:34.077126,271,83.52,2.66,4.29,4.73,On Time
TR1634,T084,D022,R005,2026-08-30 09:01:34.079127,645,189.29,3.15,14.49,13.81,Late
TR1635,T076,D016,R006,2025-11-08 09:01:34.080921,590,190.27,3.52,8.67,9.92,On Time
TR1636,T003,D018,R002,2026-03-06 09:01:34.083006,287,87.9,2.11,5.23,5.56,On Time
TR1637,T056,D050,R008,2026-03-22 09:01:34.084005,298,114.42,2.88,6.41,6.01,Late
TR1638,T078,D008,R005,2025-11-18 09:01:34.086004,645,150.48,2.92,13.29,10.96,Late
TR1639,T004,D007,R007,2026-08-18 09:01:34.088005,697,176.39,6.09,15.35,12.83,Late
TR1640,T071,D029,R008,2025-12-17 09:01:34.090004,288,65.38,2.44,4.71,4.88,On Time
TR1641,T074,D002,R007,2026-03-05 09:01:34.091004,722,198.54,4.36,12.52,13.68,On Time
TR1642,T031,D031,R003,2026-04-29 09:01:34.093004,368,85.28,2.16,8.4,7.48,Late
